mass,age,luminosity,temperature,gravity,radius,metallicity
0.00075,0.005741165,-5.939,500,3,0.1428,0.5
0.00077,0.004841724,-5.845,525,3,0.1444,0.5
0.00079,0.00414954,-5.755,550,3,0.1459,0.5
0.0008,0.003589219,-5.669,575,3,0.1475,0.5
0.00082,0.003133286,-5.586,600,3,0.149,0.5
0.00085,0.002449063,-5.43,650,3,0.1518,0.5
0.00088,0.00196336,-5.285,700,3,0.1548,0.5
0.00092,0.001633052,-5.149,750,3,0.1577,0.5
0.00095,0.001406048,-5.02,800,3,0.1609,0.5
0.00099,0.001250259,-4.898,850,3,0.164,0.5
0.00102,0.001069055,-4.784,900,3,0.1666,0.5
0.00106,0.000887156,-4.674,950,3,0.1697,0.5
0.00111,0.000749894,-4.567,1000,3,0.1734,0.5
0.0012,0.000555904,-4.365,1100,3,0.1807,0.5
0.00129,0.000414954,-4.185,1200,3,0.1868,0.5
0.00138,0.000328095,-4.015,1300,3,0.1936,0.5
0.00148,0.00027227,-3.856,1400,3,0.2005,0.5
0.0015,0.000183231,-3.732,1500,3,0.2014,0.5
0.00159,0.000142889,-3.594,1600,3,0.2076,0.5
0.00172,0.000119124,-3.453,1700,3,0.2162,0.5
0.00192,0.000114815,-3.306,1800,3,0.2284,0.5
0.00237,0.000130317,-3.122,1900,3,0.2536,0.5
0.00253,0.000102565,-3.005,2000,3,0.2618,0.5
0.00081,0.45708819,-7.752,200,3.2504,0.1107,0.5
0.00084,0.306902199,-7.527,225,3.2504,0.1134,0.5
0.00088,0.213304491,-7.324,250,3.2504,0.116,0.5
0.00092,0.152405275,-7.14,275,3.2504,0.1185,0.5
0.00096,0.111173173,-6.971,300,3.2504,0.121,0.5
0.001,0.080352612,-6.814,325,3.2504,0.1235,0.5
0.00104,0.056104798,-6.669,350,3.2504,0.1258,0.5
0.00107,0.041209752,-6.537,375,3.2504,0.1276,0.5
0.00109,0.03250873,-6.415,400,3.2504,0.129,0.5
0.00111,0.026853444,-6.302,425,3.2504,0.1302,0.5
0.00113,0.022284351,-6.195,450,3.2504,0.1314,0.5
0.00116,0.018620871,-6.092,475,3.2504,0.1327,0.5
0.00118,0.015667511,-5.995,500,3.2504,0.134,0.5
0.0012,0.013304544,-5.902,525,3.2504,0.1352,0.5
0.00122,0.011402498,-5.813,550,3.2504,0.1365,0.5
0.00125,0.009817479,-5.728,575,3.2504,0.1378,0.5
0.00127,0.008570378,-5.646,600,3.2504,0.139,0.5
0.00131,0.006683439,-5.492,650,3.2504,0.1414,0.5
0.00136,0.005308844,-5.349,700,3.2504,0.1438,0.5
0.0014,0.004345102,-5.214,750,3.2504,0.1462,0.5
0.00145,0.003614099,-5.088,800,3.2504,0.1486,0.5
0.0015,0.003083188,-4.969,850,3.2504,0.151,0.5
0.00155,0.002624219,-4.856,900,3.2504,0.1535,0.5
0.0016,0.002228435,-4.747,950,3.2504,0.1561,0.5
0.00166,0.001923092,-4.643,1000,3.2504,0.1588,0.5
0.00178,0.001482518,-4.447,1100,3.2504,0.1645,0.5
0.00192,0.001193988,-4.263,1200,3.2504,0.1709,0.5
0.00207,0.000977237,-4.091,1300,3.2504,0.1774,0.5
0.00225,0.000796159,-3.925,1400,3.2504,0.1852,0.5
0.00249,0.000682339,-3.761,1500,3.2504,0.1948,0.5
0.00274,0.000583445,-3.608,1600,3.2504,0.2043,0.5
0.00299,0.000505825,-3.465,1700,3.2504,0.2132,0.5
0.00329,0.000439542,-3.324,1800,3.2504,0.2238,0.5
0.00372,0.000401791,-3.176,1900,3.2504,0.238,0.5
0.00422,0.000358922,-3.033,2000,3.2504,0.2535,0.5
0.00138,1.137627286,-7.768,200,3.4997,0.1087,0.5
0.00144,0.778036551,-7.545,225,3.4997,0.1111,0.5
0.0015,0.544502653,-7.343,250,3.4997,0.1135,0.5
0.00156,0.378442585,-7.16,275,3.4997,0.1157,0.5
0.00162,0.264850014,-6.993,300,3.4997,0.1179,0.5
0.00168,0.185353162,-6.839,325,3.4997,0.12,0.5
0.00173,0.130316678,-6.696,350,3.4997,0.122,0.5
0.00178,0.097274722,-6.565,375,3.4997,0.1235,0.5
0.00181,0.076736149,-6.445,400,3.4997,0.1247,0.5
0.00184,0.063679552,-6.332,425,3.4997,0.1258,0.5
0.00187,0.053088444,-6.226,450,3.4997,0.1268,0.5
0.00191,0.044463127,-6.124,475,3.4997,0.1279,0.5
0.00194,0.03758374,-6.028,500,3.4997,0.1289,0.5
0.00197,0.032210688,-5.936,525,3.4997,0.13,0.5
0.002,0.027861212,-5.849,550,3.4997,0.131,0.5
0.00203,0.02421029,-5.765,575,3.4997,0.132,0.5
0.00206,0.021183611,-5.685,600,3.4997,0.133,0.5
0.00212,0.016672472,-5.533,650,3.4997,0.1349,0.5
0.00218,0.013273945,-5.392,700,3.4997,0.1369,0.5
0.00225,0.010715193,-5.259,750,3.4997,0.1389,0.5
0.00232,0.008810489,-5.134,800,3.4997,0.141,0.5
0.00239,0.007379042,-5.015,850,3.4997,0.1432,0.5
0.00246,0.006251727,-4.903,900,3.4997,0.1453,0.5
0.00253,0.005432503,-4.797,950,3.4997,0.1474,0.5
0.00261,0.00476431,-4.695,1000,3.4997,0.1495,0.5
0.00276,0.00374973,-4.504,1100,3.4997,0.154,0.5
0.00295,0.003026913,-4.325,1200,3.4997,0.1591,0.5
0.00317,0.002477422,-4.154,1300,3.4997,0.165,0.5
0.00343,0.002084491,-3.991,1400,3.4997,0.1716,0.5
0.00375,0.001782379,-3.833,1500,3.4997,0.1793,0.5
0.00413,0.001552387,-3.679,1600,3.4997,0.1881,0.5
0.00459,0.001367729,-3.528,1700,3.4997,0.1984,0.5
0.00516,0.001216186,-3.378,1800,3.4997,0.2104,0.5
0.00579,0.001093956,-3.234,1900,3.4997,0.2229,0.5
0.00645,0.000981748,-3.098,2000,3.4997,0.2353,0.5
0.0024,2.760577856,-7.777,200,3.7497,0.1076,0.5
0.00249,1.90107828,-7.556,225,3.7497,0.1096,0.5
0.00258,1.312199899,-7.357,250,3.7497,0.1116,0.5
0.00268,0.90782053,-7.177,275,3.7497,0.1136,0.5
0.00277,0.632411851,-7.011,300,3.7497,0.1155,0.5
0.00285,0.44874539,-6.859,325,3.7497,0.1172,0.5
0.00293,0.322849412,-6.719,350,3.7497,0.1188,0.5
0.00299,0.244906324,-6.59,375,3.7497,0.1201,0.5
0.00304,0.194536008,-6.47,400,3.7497,0.1211,0.5
0.00309,0.159220873,-6.358,425,3.7497,0.1221,0.5
0.00314,0.13121999,-6.252,450,3.7497,0.123,0.5
0.00319,0.108642562,-6.151,475,3.7497,0.124,0.5
0.00323,0.09183326,-6.056,500,3.7497,0.1249,0.5
0.00328,0.078523563,-5.965,525,3.7497,0.1257,0.5
0.00332,0.067764151,-5.879,550,3.7497,0.1266,0.5
0.00336,0.059566214,-5.796,575,3.7497,0.1274,0.5
0.00341,0.052480746,-5.717,600,3.7497,0.1282,0.5
0.00349,0.041879357,-5.567,650,3.7497,0.1298,0.5
0.00358,0.033728731,-5.427,700,3.7497,0.1315,0.5
0.00368,0.027415742,-5.295,750,3.7497,0.1332,0.5
0.00378,0.022542392,-5.171,800,3.7497,0.1351,0.5
0.00389,0.018836491,-5.054,850,3.7497,0.1369,0.5
0.00399,0.016069413,-4.943,900,3.7497,0.1387,0.5
0.00409,0.013867558,-4.838,950,3.7497,0.1405,0.5
0.0042,0.012189896,-4.738,1000,3.7497,0.1423,0.5
0.00442,0.00963829,-4.55,1100,3.7497,0.1461,0.5
0.00469,0.007816278,-4.374,1200,3.7497,0.1503,0.5
0.00499,0.006471426,-4.208,1300,3.7497,0.1551,0.5
0.00534,0.005432503,-4.05,1400,3.7497,0.1604,0.5
0.00573,0.004655861,-3.899,1500,3.7497,0.1663,0.5
0.00621,0.004055085,-3.752,1600,3.7497,0.173,0.5
0.00677,0.003539973,-3.609,1700,3.7497,0.1806,0.5
0.00744,0.003126079,-3.469,1800,3.7497,0.1895,0.5
0.00819,0.002818383,-3.333,1900,3.7497,0.1987,0.5
0.00909,0.002570396,-3.199,2000,3.7497,0.2094,0.5
0.00411,6.591738952,-7.794,200,4,0.1055,0.5
0.00422,4.613175746,-7.577,225,4,0.107,0.5
0.00435,3.235936569,-7.382,250,4,0.1085,0.5
0.00448,2.254239212,-7.203,275,4,0.1102,0.5
0.00461,1.570362804,-7.04,300,4,0.1118,0.5
0.00473,1.106623784,-6.889,325,4,0.1132,0.5
0.00484,0.805378441,-6.751,350,4,0.1145,0.5
0.00493,0.609536897,-6.623,375,4,0.1156,0.5
0.00501,0.484172368,-6.504,400,4,0.1165,0.5
0.00508,0.390840896,-6.392,425,4,0.1174,0.5
0.00515,0.324339617,-6.287,450,4,0.1181,0.5
0.00522,0.269773943,-6.187,475,4,0.1189,0.5
0.00528,0.229614865,-6.093,500,4,0.1197,0.5
0.00535,0.197242274,-6.003,525,4,0.1204,0.5
0.00541,0.171001532,-5.917,550,4,0.1211,0.5
0.00547,0.150314197,-5.835,575,4,0.1218,0.5
0.00553,0.133045442,-5.756,600,4,0.1225,0.5
0.00566,0.105925373,-5.608,650,4,0.1238,0.5
0.00578,0.086099375,-5.469,700,4,0.1252,0.5
0.00592,0.071121351,-5.339,750,4,0.1266,0.5
0.00606,0.059292532,-5.217,800,4,0.1281,0.5
0.00621,0.049888449,-5.101,850,4,0.1297,0.5
0.00636,0.042364297,-4.991,900,4,0.1313,0.5
0.00651,0.036643757,-4.887,950,4,0.1328,0.5
0.00666,0.031988951,-4.788,1000,4,0.1344,0.5
0.007,0.025118864,-4.601,1100,4,0.1377,0.5
0.00737,0.020183664,-4.428,1200,4,0.1413,0.5
0.00778,0.016595869,-4.265,1300,4,0.1452,0.5
0.00823,0.013899526,-4.112,1400,4,0.1494,0.5
0.00873,0.011857687,-3.966,1500,4,0.1538,0.5
0.0093,0.010327614,-3.827,1600,4,0.1587,0.5
0.00993,0.009141132,-3.693,1700,4,0.1641,0.5
0.01071,0.008165824,-3.561,1800,4,0.1704,0.5
0.01162,0.007430191,-3.431,1900,4,0.1775,0.5
0.01277,0.007030723,-3.302,2000,4,0.186,0.5
0.00679,15.81248039,-7.826,200,4.2504,0.1017,0.5
0.00693,11.35010816,-7.613,225,4.2504,0.1027,0.5
0.00709,8.203515443,-7.42,250,4.2504,0.1039,0.5
0.00726,5.807644175,-7.244,275,4.2504,0.1052,0.5
0.00745,4.045758917,-7.082,300,4.2504,0.1065,0.5
0.00762,2.837919028,-6.933,325,4.2504,0.1077,0.5
0.00778,2.037042078,-6.795,350,4.2504,0.1089,0.5
0.00792,1.489361078,-6.667,375,4.2504,0.1098,0.5
0.00804,1.148153621,-6.549,400,4.2504,0.1107,0.5
0.00813,0.933254301,-6.438,425,4.2504,0.1113,0.5
0.00821,0.794328235,-6.335,450,4.2504,0.1118,0.5
0.00829,0.683911647,-6.237,475,4.2504,0.1124,0.5
0.00837,0.591561634,-6.143,500,4.2504,0.1129,0.5
0.00846,0.509330871,-6.054,525,4.2504,0.1135,0.5
0.00855,0.441570447,-5.969,550,4.2504,0.1141,0.5
0.00864,0.387257645,-5.887,575,4.2504,0.1147,0.5
0.00873,0.342767787,-5.809,600,4.2504,0.1153,0.5
0.0089,0.27542287,-5.661,650,4.2504,0.1164,0.5
0.00907,0.225423921,-5.524,700,4.2504,0.1175,0.5
0.00924,0.192752491,-5.396,750,4.2504,0.1186,0.5
0.00943,0.167109061,-5.275,800,4.2504,0.1198,0.5
0.00962,0.146217717,-5.161,850,4.2504,0.1211,0.5
0.00982,0.129121927,-5.053,900,4.2504,0.1223,0.5
0.01003,0.114551294,-4.95,950,4.2504,0.1236,0.5
0.01025,0.112719746,-4.852,1000,4.2504,0.1249,0.5
0.01071,0.125602996,-4.667,1100,4.2504,0.1277,0.5
0.01121,0.129717927,-4.496,1200,4.2504,0.1307,0.5
0.01175,0.140604752,-4.336,1300,4.2504,0.1337,0.5
0.01235,0.114551294,-4.186,1400,4.2504,0.1372,0.5
0.01301,0.088511561,-4.043,1500,4.2504,0.1408,0.5
0.01376,0.06886523,-3.907,1600,4.2504,0.1448,0.5
0.01458,0.054954087,-3.777,1700,4.2504,0.149,0.5
0.01557,0.044463127,-3.649,1800,4.2504,0.154,0.5
0.01674,0.03689776,-3.523,1900,4.2504,0.1596,0.5
0.01814,0.031477483,-3.399,2000,4.2504,0.1662,0.5
0.01072,40.27170343,-7.877,200,4.4997,0.0959,0.5
0.01095,29.78516429,-7.663,225,4.4997,0.0969,0.5
0.01119,22.02926463,-7.471,250,4.4997,0.098,0.5
0.01143,15.92208727,-7.296,275,4.4997,0.099,0.5
0.01166,11.35010816,-7.136,300,4.4997,0.1,0.5
0.0119,7.99834255,-6.988,325,4.4997,0.101,0.5
0.01213,5.597576015,-6.851,350,4.4997,0.102,0.5
0.01234,3.926449354,-6.724,375,4.4997,0.1029,0.5
0.01251,2.937649652,-6.606,400,4.4997,0.1036,0.5
0.01263,2.382319469,-6.497,425,4.4997,0.1041,0.5
0.01271,2.098939884,-6.395,450,4.4997,0.1044,0.5
0.0128,1.840772001,-6.297,475,4.4997,0.1048,0.5
0.01292,1.588546749,-6.204,500,4.4997,0.1053,0.5
0.01304,1.364583137,-6.116,525,4.4997,0.1057,0.5
0.01316,1.177605974,-6.031,550,4.4997,0.1063,0.5
0.01329,1.020939484,-5.949,575,4.4997,0.1068,0.5
0.01341,0.903649474,-5.872,600,4.4997,0.1072,0.5
0.01364,0.721107479,-5.725,650,4.4997,0.1081,0.5
0.01386,0.59020108,-5.589,700,4.4997,0.109,0.5
0.01409,0.496592321,-5.462,750,4.4997,0.1099,0.5
0.01432,0.420726628,-5.343,800,4.4997,0.1108,0.5
0.01457,0.362242998,-5.23,850,4.4997,0.1118,0.5
0.01482,0.314050869,-5.124,900,4.4997,0.1127,0.5
0.01508,0.27542287,-5.022,950,4.4997,0.1137,0.5
0.01537,0.24266101,-4.925,1000,4.4997,0.1148,0.5
0.01597,0.190985326,-4.742,1100,4.4997,0.117,0.5
0.01663,0.154881662,-4.574,1200,4.4997,0.1194,0.5
0.01734,0.128824955,-4.417,1300,4.4997,0.122,0.5
0.01811,0.108143395,-4.269,1400,4.4997,0.1246,0.5
0.019,0.092896639,-4.128,1500,4.4997,0.1277,0.5
0.02,0.080167806,-3.994,1600,4.4997,0.131,0.5
0.02114,0.070307232,-3.865,1700,4.4997,0.1346,0.5
0.0224,0.061944108,-3.74,1800,4.4997,0.1386,0.5
0.02387,0.055335011,-3.619,1900,4.4997,0.1431,0.5
0.02562,0.049773708,-3.499,2000,4.4997,0.1482,0.5
0.01679,93.75620069,-7.932,200,4.7497,0.09,0.5
0.01707,67.45280277,-7.721,225,4.7497,0.0907,0.5
0.01734,48.64072057,-7.531,250,4.7497,0.0915,0.5
0.01761,35.2370871,-7.358,275,4.7497,0.0922,0.5
0.01788,25.58585887,-7.201,300,4.7497,0.0929,0.5
0.01814,18.7068214,-7.055,325,4.7497,0.0935,0.5
0.0184,13.74041975,-6.92,350,4.7497,0.0942,0.5
0.01866,10.09252886,-6.794,375,4.7497,0.0949,0.5
0.01887,7.798301105,-6.677,400,4.7497,0.0954,0.5
0.01904,6.353309319,-6.568,425,4.7497,0.0958,0.5
0.01918,5.457578611,-6.466,450,4.7497,0.0962,0.5
0.01934,4.655860935,-6.368,475,4.7497,0.0966,0.5
0.01951,3.953666201,-6.275,500,4.7497,0.097,0.5
0.01969,3.334264128,-6.186,525,4.7497,0.0975,0.5
0.01987,2.844461107,-6.102,550,4.7497,0.0979,0.5
0.02003,2.477422058,-6.021,575,4.7497,0.0983,0.5
0.02018,2.182729912,-5.944,600,4.7497,0.0987,0.5
0.02049,1.733803998,-5.798,650,4.7497,0.0994,0.5
0.02079,1.406047524,-5.663,700,4.7497,0.1001,0.5
0.02109,1.164126029,-5.537,750,4.7497,0.1009,0.5
0.02139,0.986279486,-5.419,800,4.7497,0.1016,0.5
0.0217,0.845278845,-5.307,850,4.7497,0.1023,0.5
0.02201,0.734513868,-5.202,900,4.7497,0.103,0.5
0.02234,0.644169266,-5.101,950,4.7497,0.1038,0.5
0.02269,0.567544605,-5.006,1000,4.7497,0.1046,0.5
0.02346,0.449779855,-4.826,1100,4.7497,0.1064,0.5
0.0243,0.363915036,-4.659,1200,4.7497,0.1082,0.5
0.02521,0.30060763,-4.504,1300,4.7497,0.1103,0.5
0.02623,0.252348077,-4.358,1400,4.7497,0.1125,0.5
0.02736,0.215278173,-4.22,1500,4.7497,0.1149,0.5
0.02867,0.185780446,-4.088,1600,4.7497,0.1176,0.5
0.03014,0.161808004,-3.961,1700,4.7497,0.1206,0.5
0.03178,0.142232879,-3.838,1800,4.7497,0.1238,0.5
0.0336,0.126765187,-3.72,1900,4.7497,0.1273,0.5
0.03565,0.114024979,-3.605,2000,4.7497,0.1311,0.5
0.02593,120.503594,-7.994,200,5,0.0838,0.5
0.02619,95.71940713,-7.785,225,5,0.0842,0.5
0.02644,76.38357836,-7.598,250,5,0.0847,0.5
0.02669,61.37620052,-7.428,275,5,0.0851,0.5
0.02694,49.54501908,-7.273,300,5,0.0854,0.5
0.02719,40.17908108,-7.13,325,5,0.0858,0.5
0.02744,32.73406949,-6.997,350,5,0.0862,0.5
0.02768,26.79168325,-6.873,375,5,0.0866,0.5
0.02793,21.97859873,-6.757,400,5,0.087,0.5
0.02818,18.15515663,-6.648,425,5,0.0874,0.5
0.02843,15.03141966,-6.545,450,5,0.0878,0.5
0.02869,12.5025903,-6.447,475,5,0.0882,0.5
0.02895,10.32761406,-6.354,500,5,0.0886,0.5
0.0292,8.629785478,-6.266,525,5,0.089,0.5
0.02945,7.277798045,-6.181,550,5,0.0893,0.5
0.02963,6.441692655,-6.101,575,5,0.0896,0.5
0.02984,5.66239289,-6.024,600,5,0.0899,0.5
0.03025,4.477133042,-5.879,650,5,0.0905,0.5
0.03065,3.597493352,-5.745,700,5,0.0911,0.5
0.03105,2.958012467,-5.619,750,5,0.0917,0.5
0.03145,2.488857318,-5.502,800,5,0.0923,0.5
0.03184,2.133044913,-5.391,850,5,0.0929,0.5
0.03224,1.849268619,-5.286,900,5,0.0935,0.5
0.03266,1.629296033,-5.187,950,5,0.0941,0.5
0.03308,1.442115352,-5.092,1000,5,0.0947,0.5
0.03402,1.150800389,-4.914,1100,5,0.096,0.5
0.03507,0.935405674,-4.75,1200,5,0.0975,0.5
0.03625,0.770903469,-4.597,1300,5,0.0991,0.5
0.03757,0.645654229,-4.452,1400,5,0.1009,0.5
0.03904,0.549540874,-4.316,1500,5,0.1029,0.5
0.0407,0.473151259,-4.186,1600,5,0.105,0.5
0.04254,0.410204103,-4.061,1700,5,0.1074,0.5
0.04455,0.359749335,-3.942,1800,5,0.1099,0.5
0.04679,0.319889511,-3.827,1900,5,0.1126,0.5
0.04924,0.287739841,-3.715,2000,5,0.1155,0.5
0.03844,218.2729912,-8.073,200,5.2504,0.0765,0.5
0.03874,181.5515663,-7.865,225,5.2504,0.0768,0.5
0.03906,151.0080154,-7.679,250,5.2504,0.0771,0.5
0.03939,126.1827535,-7.509,275,5.2504,0.0775,0.5
0.03973,105.4386896,-7.355,300,5.2504,0.0778,0.5
0.04006,88.51156098,-7.212,325,5.2504,0.0781,0.5
0.04039,74.30191379,-7.08,350,5.2504,0.0784,0.5
0.04074,60.39486294,-6.956,375,5.2504,0.0788,0.5
0.04109,49.65923215,-6.84,400,5.2504,0.0791,0.5
0.04143,41.20975191,-6.731,425,5.2504,0.0794,0.5
0.04176,34.67368505,-6.629,450,5.2504,0.0797,0.5
0.04207,29.51209227,-6.531,475,5.2504,0.08,0.5
0.04237,25.3512863,-6.439,500,5.2504,0.0803,0.5
0.04266,22.02926463,-6.352,525,5.2504,0.0806,0.5
0.04293,19.31968317,-6.268,550,5.2504,0.0809,0.5
0.04317,17.10015315,-6.188,575,5.2504,0.0811,0.5
0.04345,14.96235656,-6.112,600,5.2504,0.0813,0.5
0.044,11.74897555,-5.967,650,5.2504,0.0819,0.5
0.04455,9.375620069,-5.833,700,5.2504,0.0824,0.5
0.04507,7.709034691,-5.708,750,5.2504,0.0828,0.5
0.04559,6.486344335,-5.591,800,5.2504,0.0833,0.5
0.0461,5.54625713,-5.481,850,5.2504,0.0838,0.5
0.04662,4.819477976,-5.377,900,5.2504,0.0843,0.5
0.04714,4.23642966,-5.278,950,5.2504,0.0847,0.5
0.04768,3.749730022,-5.184,1000,5.2504,0.0852,0.5
0.04883,3.026913428,-5.008,1100,5.2504,0.0862,0.5
0.05013,2.488857318,-4.845,1200,5.2504,0.0874,0.5
0.05162,2.074913517,-4.694,1300,5.2504,0.0887,0.5
0.05331,1.753880502,-4.551,1400,5.2504,0.0901,0.5
0.05521,1.499684836,-4.416,1500,5.2504,0.0917,0.5
0.05733,1.306170888,-4.287,1600,5.2504,0.0934,0.5
0.05965,1.148153621,-4.165,1700,5.2504,0.0953,0.5
0.06216,1.028016298,-4.048,1800,5.2504,0.0973,0.5
0.06489,0.928966387,-3.935,1900,5.2504,0.0994,0.5
0.06789,0.859013522,-3.826,2000,5.2504,0.1017,0.5
0.00051,0.164816239,-7.703,200,3,0.1172,-0.5
0.00052,0.110153931,-7.483,225,3,0.1192,-0.5
0.00054,0.076913044,-7.286,250,3,0.1212,-0.5
0.00056,0.05508077,-7.107,275,3,0.1231,-0.5
0.00058,0.040179081,-6.943,300,3,0.125,-0.5
0.00059,0.02971666,-6.791,325,3,0.1268,-0.5
0.00061,0.022284351,-6.65,350,3,0.1287,-0.5
0.00063,0.01678804,-6.517,375,3,0.1306,-0.5
0.00065,0.012676519,-6.393,400,3,0.1324,-0.5
